iter	Passed	Remaining
181	283	1276
182	284	1270
183	285	1264
184	285	1258
185	286	1252
186	286	1247
187	287	1242
188	288	1236
189	288	1230
190	289	1225
191	289	1219
192	290	1214
193	291	1209
194	291	1203
195	292	1198
196	292	1193
197	293	1187
198	293	1182
199	294	1177
200	295	1172
201	295	1167
202	296	1162
203	296	1157
204	297	1154
205	298	1149
206	298	1144
207	299	1139
208	299	1134
209	300	1130
210	301	1126
211	301	1122
212	302	1117
213	303	1113
214	303	1108
215	304	1104
216	304	1099
217	305	1095
218	305	1090
219	306	1086
220	306	1082
221	307	1077
222	308	1073
223	308	1069
224	309	1065
225	309	1061
226	310	1057
227	311	1053
228	311	1049
229	312	1045
230	312	1041
231	313	1037
232	313	1033
233	314	1029
234	314	1025
235	315	1022
236	316	1019
237	317	1015
238	317	1011
239	318	1007
240	318	1003
241	319	1000
242	319	996
243	320	992
244	320	989
245	321	985
246	322	982
247	322	978
248	323	975
249	323	971
250	324	968
251	324	964
252	325	961
253	326	957
254	326	954
255	327	950
256	327	947
257	328	944
258	328	940
259	329	937
260	330	934
261	330	931
262	331	929
263	332	925
264	332	922
265	333	919
266	334	917
267	334	914
268	335	911
269	336	908
270	336	905
271	337	902
272	337	899
273	338	896
274	338	893
275	339	890
276	339	887
277	340	884
278	341	881
279	341	878
280	342	875
281	342	872
282	343	870
283	343	867
284	344	864
285	345	861
286	345	859
287	346	856
288	347	854
289	347	851
290	348	849
291	349	846
292	349	844
293	350	841
294	350	838
295	351	836
296	352	833
297	352	831
298	353	828
299	353	825
300	354	823
301	355	820
302	355	818
303	356	815
304	356	813
305	357	810
306	357	807
307	358	805
308	359	803
309	359	800
310	360	798
311	361	796
312	361	794
313	362	791
314	363	789
315	363	787
316	364	785
317	364	782
318	365	780
319	366	778
320	366	775
321	367	773
322	368	771
323	368	768
324	369	766
325	369	764
326	370	761
327	370	759
328	371	757
329	372	755
330	372	753
331	373	751
332	373	748
333	374	746
334	375	745
335	376	744
336	377	742
337	377	740
338	378	738
339	379	736
340	380	734
341	380	732
342	381	730
343	382	728
344	382	726
345	383	724
346	383	722
347	384	720
348	385	718
349	385	716
350	386	714
351	386	712
352	387	709
353	387	707
354	388	705
355	389	703
356	389	701
357	390	700
358	391	698
359	391	696
360	392	694
361	393	692
362	393	690
363	394	688
364	394	686
365	395	685
366	396	683
367	396	681
368	397	679
369	397	677
370	398	675
371	398	673
372	399	671
373	399	669
374	400	667
375	400	665
376	401	663
377	402	661
378	402	659
379	403	658
380	404	656
381	405	655
382	405	653
383	406	651
384	406	650
385	407	648
386	408	646
387	408	644
388	409	642
389	409	641
390	410	639
391	411	637
392	411	635
393	412	633
394	412	632
395	413	630
396	414	628
397	414	627
398	415	625
399	415	623
400	416	621
401	416	620
402	417	618
403	418	616
404	418	614
405	419	613
406	420	612
407	420	610
408	421	608
409	421	607
410	422	605
411	423	603
412	423	602
413	424	600
414	424	598
415	425	597
416	425	595
417	426	594
418	427	592
419	427	590
420	428	589
421	428	587
422	429	585
423	430	584
424	430	582
425	431	581
426	431	579
427	432	578
428	433	576
429	434	575
430	434	573
431	435	572
432	435	570
433	436	569
434	437	567
435	437	566
436	438	564
437	438	563
438	439	561
439	440	560
440	440	558
441	441	557
442	441	555
443	442	553
444	442	552
445	443	550
446	444	549
447	444	547
448	445	546
449	445	544
450	446	543
451	446	541
452	447	540
453	448	538
454	448	537
455	449	536
456	450	535
457	451	533
458	451	532
459	452	531
460	453	529
461	453	528
462	454	526
463	454	525
464	455	523
465	455	522
466	456	520
467	457	519
468	457	518
469	458	516
470	459	515
471	459	514
472	460	512
473	460	511
474	461	510
475	461	508
476	462	507
477	464	507
478	465	505
479	465	504
480	466	503
481	466	501
482	467	500
483	468	498
484	468	497
485	469	496
486	469	494
487	470	493
488	470	492
489	471	490
490	472	489
491	472	488
492	473	486
493	473	485
494	474	483
495	474	482
496	475	481
497	476	479
498	476	478
499	477	477
500	477	475
501	478	474
502	479	473
503	479	472
504	480	471
505	481	469
506	481	468
507	482	467
508	483	465
509	483	464
510	484	463
511	484	461
512	485	460
513	485	459
514	486	457
515	486	456
516	487	455
517	487	454
518	488	452
519	489	451
520	489	450
521	490	449
522	490	447
523	491	446
524	492	445
525	492	443
526	493	442
527	494	441
528	494	440
529	495	439
530	496	438
531	496	437
532	497	435
533	498	434
534	498	433
535	499	432
536	499	430
537	500	429
538	501	428
539	501	427
540	502	426
541	502	424
542	503	423
543	504	422
544	504	421
545	505	419
546	505	418
547	506	417
548	506	416
549	507	415
550	508	414
551	509	413
552	510	412
553	510	411
554	511	410
555	512	408
556	512	407
557	513	406
558	513	405
559	514	404
560	514	403
561	515	401
562	516	400
563	517	399
564	517	398
565	518	397
566	519	396
567	520	395
568	520	394
569	521	393
570	521	392
571	522	390
572	523	390
573	524	388
574	524	387
575	525	386
576	525	385
577	526	384
578	527	383
579	527	382
580	528	380
581	528	379
582	529	378
583	530	377
584	531	376
585	531	375
586	532	374
587	532	373
588	533	372
589	534	371
590	534	369
591	535	368
592	535	367
593	536	366
594	537	365
595	538	365
596	539	363
597	539	362
598	540	361
599	540	360
600	541	359
601	542	358
602	542	357
603	543	356
604	544	355
605	544	354
606	545	353
607	545	351
608	546	350
609	547	349
610	547	348
611	548	347
612	548	346
613	549	345
614	549	344
615	550	343
616	551	342
617	551	340
618	553	340
619	553	339
620	554	338
621	555	337
622	555	336
623	556	335
624	557	334
625	557	333
626	558	332
627	558	330
628	559	329
629	559	328
630	560	327
631	561	326
632	561	325
633	562	324
634	562	323
635	563	322
636	563	321
637	564	320
638	565	319
639	565	318
640	566	317
641	566	316
642	567	315
643	568	314
644	569	313
645	569	312
646	570	311
647	570	310
648	571	308
649	571	307
650	572	306
651	572	305
652	573	304
653	574	303
654	574	302
655	575	301
656	575	300
657	576	299
658	577	298
659	577	297
660	578	296
661	578	295
662	579	294
663	580	293
664	580	292
665	581	291
666	583	291
667	583	290
668	584	289
669	585	288
670	585	287
671	586	286
672	587	285
673	587	284
674	588	283
675	589	282
676	589	281
677	590	280
678	590	279
679	591	278
680	592	277
681	592	276
682	593	275
683	594	274
684	594	273
685	595	272
686	595	271
687	596	270
688	598	269
689	598	269
690	599	268
691	600	267
692	600	266
693	601	265
694	601	264
695	602	263
696	602	262
697	603	261
698	603	260
699	604	259
700	605	258
701	605	257
702	606	256
703	606	255
704	607	254
705	607	253
706	608	252
707	609	251
708	609	250
709	610	249
710	610	248
711	611	247
712	612	246
713	613	245
714	613	244
715	614	243
716	614	242
717	615	241
718	615	240
719	616	239
720	617	238
721	617	237
722	618	236
723	618	235
724	619	234
725	619	233
726	620	233
727	621	232
728	621	231
729	622	230
730	622	229
731	623	228
732	623	227
733	624	226
734	625	225
735	625	224
736	626	223
737	627	222
738	627	221
739	628	220
740	629	219
741	630	219
742	630	218
743	631	217
744	632	216
745	632	215
746	633	214
747	633	213
748	634	212
749	634	211
750	635	210
751	636	209
752	636	208
753	637	207
754	637	206
755	638	206
756	638	205
757	639	204
758	640	203
759	640	202
760	641	201
761	641	200
762	642	199
763	643	198
764	644	197
765	644	196
766	645	196
767	645	195
768	646	194
769	647	193
770	647	192
771	648	191
772	649	190
773	649	189
774	650	188
775	650	187
776	651	186
777	652	186
778	652	185
779	653	184
780	653	183
781	654	182
782	655	181
783	655	180
784	658	180
785	659	179
786	661	179
787	662	178
788	662	177
789	663	176
790	664	175
791	664	174
792	665	173
793	665	172
794	666	171
795	666	170
796	667	170
797	668	169
798	669	168
799	669	167
800	670	166
801	671	165
802	673	165
803	674	164
804	675	163
805	675	162
806	676	161
807	676	160
808	677	159
809	678	159
810	678	158
811	679	157
812	680	156
813	680	155
814	681	154
815	682	153
816	682	152
817	683	152
818	683	151
819	684	150
820	685	149
821	685	148
822	687	147
823	687	146
824	688	146
825	688	145
826	689	144
827	690	143
828	690	142
829	691	141
830	692	140
831	692	139
832	693	138
833	693	138
834	694	137
835	694	136
836	695	135
837	696	134
838	697	133
839	697	132
840	698	132
841	699	131
842	699	130
843	700	129
844	701	128
845	702	127
846	703	127
847	704	126
848	704	125
849	705	124
850	706	123
851	706	122
852	707	121
853	707	121
854	708	120
855	709	119
856	710	118
857	711	117
858	711	116
859	712	115
860	713	115
861	713	114
862	714	113
863	715	112
864	716	111
865	717	110
866	718	110
867	718	109
868	719	108
869	720	107
870	720	106
871	721	105
872	721	105
873	722	104
874	723	103
875	723	102
876	724	101
877	724	100
878	725	99
879	726	99
880	726	98
881	727	97
882	727	96
883	728	95
884	729	94
885	729	93
886	730	93
887	731	92
888	731	91
889	732	90
890	732	89
891	733	88
892	734	87
893	735	87
894	735	86
895	736	85
896	737	84
897	737	83
898	738	82
899	739	82
900	739	81
901	740	80
902	741	79
903	741	78
904	742	77
905	743	77
906	743	76
907	744	75
908	745	74
909	745	73
910	746	72
911	747	72
912	748	71
913	748	70
914	749	69
915	750	68
916	750	67
917	751	67
918	751	66
919	752	65
920	753	64
921	754	63
922	754	62
923	755	62
924	755	61
925	756	60
926	756	59
927	757	58
928	758	57
929	758	57
930	759	56
931	759	55
932	761	54
933	762	53
934	762	53
935	763	52
936	764	51
937	764	50
938	765	49
939	766	48
940	766	48
941	767	47
942	767	46
943	768	45
944	769	44
945	769	43
946	770	43
947	770	42
948	771	41
949	772	40
950	772	39
951	773	38
952	773	38
953	774	37
954	774	36
955	776	35
956	776	34
957	777	34
958	777	33
959	778	32
960	779	31
961	779	30
962	780	29
963	780	29
964	781	28
965	782	27
966	782	26
967	783	25
968	783	25
969	784	24
970	785	23
971	785	22
972	786	21
973	786	21
974	787	20
975	787	19
976	788	18
977	789	17
978	789	16
979	791	16
980	791	15
981	792	14
982	793	13
983	794	12
984	794	12
985	795	11
986	795	10
987	796	9
988	796	8
989	797	8
990	798	7
991	798	6
992	799	5
993	799	4
994	800	4
995	800	3
996	801	2
997	802	1
998	802	0
999	803	0
